2	店-お-compound	また行きたい、そんな気持ちにさせてくれるお店です。
5511	店-お-compound	そんな時にはわざわざ渋谷まで足を運んでここのお店を利用しています。
5512	アル-・-compound,2世-ルッジェーロ-compound,期-晩年-compound,書-地理学-compound,圏-イスラム教-compound	また、アル・イドリーシーはルッジェーロ2世の晩年期にこの地図の解説として「ルッジェーロの書」と呼ばれる地理学書を執筆したが、アラビア語で書かれていたため、もっぱらイスラム教圏で広まった。
5514	希望-差し入れ-compound,スキンケア-・-compound,関連-ダンス-compound	差し入れ希望は花、果物、駅弁、水、スキンケア・グッズ、ダンス関連のビデオ。
5515	弾-圧縮-compound	剣士はこの圧縮をほぼ一瞬で行えるため、ピンチを切り抜ける為の「必殺技」として度々活用している圧縮弾は銃の弾丸として用いられる。
5517	運営-店舗-compound,コンビニエンスストア-大手-compound	元来が個人経営のパン屋や酒屋からの転換が加盟店に多く含まれているため、店舗運営に対してはオーナーの自主性を尊重する方針であり、他の大手コンビニエンスストアと比べ本部の締め付けが緩やかなのが特徴である。
5518	三司-同-compound	まもなく儀同三司の位を受けた。
5519	方法-治療-compound	患者の訴えに対して、ドクターの細かく丁寧な診察と、今後の治療方法について適切に提案していただけました。
5522	院-治療-compound	どこか良い治療院を探していて、ネットで検索して出かけて見ました。
5524	職員-局-compound,ビデオ-解説-compound	霊言の後,幸福の科学の広報局職員による解説ビデオが上映されたとのことです。
5525	関係者-捜査-compound	捜査関係者によると、現場から携帯電話3台とデジタルカメラ、財布が持ち去られたとみられ、携帯電話1台は返却されたものの、他はまだ見つかっていない。
5526	氏-浅井-compound	その後足利尊氏が200石の社領を寄せて正月、5月、9月の各18日に祈祷を行うよう依頼し、浅井氏も庇護を加えたが、賤ヶ岳の戦いの兵火に罹って社殿、古記録を焼失、社領も没収された。
5527	城-大興-compound	隋朝が成立すると長安に新しい都城を建設、大興城と命名された。
5529	予定-開設-compound,大学-科学-compound,館-心-compound	2016年開設予定の幸福の科学大学のメッセージビデオ上映後,千葉正心館からの中継もありました。
5531	就盈-毛利-compound,遊栄子-娘-compound	正室は毛利就盈の娘遊栄子。
5532	誌-ファッション-compound,モデル-人気-compound	キューティやSPRING、オリーブなどファッション誌や東京コレクションに多く出演し個性的なスタイルで人気モデルとなる。
5534	クラブ-・-compound,内容-活動-compound,組織-生徒会-compound,場所-活動-compound	クラブ・同好会は活動内容には大きな違いはないが、クラブは生徒会組織として予算や活動場所の面で優遇される。
5536	帝-武-compound	道武帝が縕紇提を追って跋那山に至ると、縕紇提は再び降伏した。
5538	刀-影-compound	怪異を斬ることのできる弦影刀、そして武器とする。
5539	棍-平均-compound	*平均棍は全体に黒色なのが普通。
5540	総会-回-compound	まるで第1回総会に戻ったかのような罵りであった。
5541	当時-登場-compound	なお、登場当時は言葉を書くことはできるが、人語を語ることができなかった。
5542	属性-ニュード-compound	強ニュード属性。
5543	G-プロジェクト-compound,体-完成-compound,寸前-消滅-compound	ジェネシスを倒した後、ジェノバプロジェクトGの真実とアンジールがそのプロジェクトの唯一の完成体である事が明かされ、自分のコピーを取り込み暴走したアンジールを倒し、消滅寸前の彼からバスターソードを受け取る。
5544	氏-小沢-compound,表明-続投-compound,論-辞任-compound	小沢氏は、党大会での続投表明で党内の一部にある幹事長辞任論を封じ込めたい考えとみられる。
5546	後-卒業-compound	大学卒業後の1982年に電通映画社に入社。
5547	本人-氏-compound	10月 13日には,下氏本人と別の幹部1人に対する尋問が行われる予定です。
5548	域-多賀町-compound,域-甲良町-compound,域-・-compound,域-彦根市-compound	多賀町域から甲良町域・彦根市域を経て琵琶湖に達している。
5550	団体-運動-compound	1860年には、この通りの商人が団結しシャンゼリゼ保護運動団体を結成し、1916年にはルイ・ヴィトンが会長である協会となり、通りのプロモーションを行ってきた。
5551	側-東宮-compound,院-学習-compound,内容-会見-compound,院-学習-compound,原因-欠席-compound	同年3月1日、東宮側は3月4日に学習院にファックスで連絡を取り、翌日の会見内容に了承を求め、学習院はそれを受けて欠席原因の調査を開始した。
5553	条件-付帯-compound	ただし、ロンドンからスウォンジーまでは鉄道を利用するようにとの付帯条件。
5554	授-勲一等-compound	叙正三位勲一等授瑞宝章。
5555	氏-A-compound,死刑囚-広瀬-compound	A氏のもとに送られてきた広瀬死刑囚の手記には,以下のような記述があります。
5558	的-技術-compound,基準-配分-compound,用-局-compound	FCCは志願者数千人を整理し、1938年と1946年の間に置いた技術的および配分基準を見直しながら、新しい局用の申請を中断した。
5559	局-大蔵-compound,康-家-compound	和議がなった後には、駿府に常高院、大蔵局と共に御礼言上のため駿府の家康の元を訪れる。
5560	満足-大-compound	料理も美味しくて大満足です。
5561	以前-』-compound,絹代-山下-compound,以前-』-compound,デザイン-サウンド-compound,郁-水谷-compound	BGMは『真型』以前の作品を担当してきた山下絹代ではなく、『真型』以前の作品のサウンドデザインを担当していた水谷郁が設立した会社「サウンドフォンティン」が担当。
5562	末崎町-大船渡市-compound,海岸-門之浜-compound,ぶり-年-compound,ら-住民-compound	岩手県大船渡市末崎町の門之浜海岸で16日、盆に迎えた先祖の霊を送り出す送り火が約60年ぶりにたかれ、地元住民らが津波の犠牲者に鎮魂の祈りをささげた。
5563	さん-モデル-compound	モデルさんに「呼ばれてますよ」と言われて我に返ったくらい。
5564	人事-会長-compound,連合会-協同組合-compound,会長-初代-compound,大会-協同組合-compound	しかし今度は会長人事にイギリスの協同組合連合会が難色を示したことなどからさらに1年延期され、初代会長を同連合会から選出することで、ようやく1895年8月 19日から24日に第1回国際協同組合大会の開催にこぎつけた。
